code_insee,nom_standard,dep_code,population,superficie_km2,densite,latitude_mairie,longitude_mairie
59276,Guesnain,59,4656,4,1150.0,50.354,3.144
59277,Gussignies,59,347,3,102.0,50.339,3.744
59278,Hallennes-lez-Haubourdin,59,4718,4,1067.0,50.616,2.96
59279,Halluin,59,20829,13,1644.0,50.783,3.125
59280,Hamel,59,775,4,216.0,50.279,3.076
59281,Hantay,59,1259,2,597.0,50.534,2.868
59282,Hardifort,59,395,6,64.0,50.821,2.486
59283,Hargnies,59,626,5,121.0,50.256,3.845
59284,Hasnon,59,3874,13,300.0,50.424,3.387
59285,Haspres,59,2642,12,216.0,50.258,3.416
59286,Haubourdin,59,14757,5,2698.0,50.611,2.983
59287,Haucourt-en-Cambrésis,59,191,4,53.0,50.104,3.341
59288,Haulchin,59,2320,5,451.0,50.318,3.435
59289,Haussy,59,1492,16,92.0,50.218,3.48
59290,Haut-Lieu,59,386,9,43.0,50.102,3.912
59291,Hautmont,59,14182,12,1149.0,50.252,3.921
59292,Haveluy,59,3250,5,684.0,50.355,3.403
59293,Haverskerque,59,1401,9,151.0,50.642,2.541
59294,Haynecourt,59,307,6,52.0,50.212,3.161
59295,Hazebrouck,59,21498,27,782.0,50.723,2.537
59296,Hecq,59,351,1,262.0,50.182,3.651
59297,Hélesmes,59,1921,7,263.0,50.367,3.357
59299,Hem,59,18713,10,1935.0,50.654,3.184
59300,Hem-Lenglet,59,549,5,113.0,50.258,3.229
59301,Hergnies,59,4463,11,414.0,50.473,3.523
59302,Hérin,59,4129,5,911.0,50.357,3.453
59303,Herlies,59,2323,7,328.0,50.577,2.854
59304,Herrin,59,423,2,196.0,50.544,2.966
59305,Herzeele,59,1634,17,94.0,50.886,2.531
59306,Hestrud,59,296,6,48.0,50.199,4.152
59307,Holque,59,871,4,228.0,50.855,2.204
59308,Hondeghem,59,913,13,72.0,50.757,2.52
59309,Hondschoote,59,4026,24,170.0,50.981,2.586
59310,Hon-Hergies,59,866,11,78.0,50.33,3.814
59311,Honnechy,59,576,7,88.0,50.069,3.472
59312,Honnecourt-sur-Escaut,59,734,16,47.0,50.038,3.2
59313,Hordain,59,1440,6,256.0,50.263,3.313
59314,Hornaing,59,3535,9,394.0,50.366,3.337
59315,Houdain-lez-Bavay,59,901,12,74.0,50.316,3.783
59316,Houplin-Ancoisne,59,3275,6,505.0,50.562,3.001
59317,Houplines,59,7897,11,692.0,50.689,2.908
59318,Houtkerque,59,985,13,74.0,50.876,2.597
59319,Hoymille,59,3173,6,567.0,50.968,2.452
59320,Illies,59,1664,8,207.0,50.561,2.832
59321,Inchy,59,635,4,165.0,50.121,3.464
59322,Iwuy,59,3343,13,264.0,50.233,3.322
59323,Jenlain,59,1159,6,196.0,50.311,3.628
59324,Jeumont,59,10342,10,1007.0,50.298,4.099
59325,Jolimetz,59,858,4,214.0,50.228,3.677
59326,Killem,59,1181,12,98.0,50.959,2.564
59327,Lallaing,59,6250,6,1042.0,50.391,3.169
59328,Lambersart,59,27121,6,4475.0,50.647,3.021
59329,Lambres-lez-Douai,59,4926,9,557.0,50.353,3.064
59330,Landas,59,2447,12,203.0,50.474,3.3
59331,Landrecies,59,3435,22,158.0,50.125,3.692
59332,Lannoy,59,1800,0,10588.0,50.666,3.212
59333,Larouillies,59,248,5,46.0,50.038,3.926
59334,Lauwin-Planque,59,1582,4,430.0,50.39,3.046
59335,Lecelles,59,3004,16,184.0,50.477,3.403
59336,Lécluse,59,1361,5,275.0,50.278,3.038
59337,Lederzeele,59,692,9,79.0,50.824,2.301
59338,Ledringhem,59,629,7,89.0,50.854,2.439
59339,Leers,59,9588,5,1746.0,50.679,3.24
59340,Leffrinckoucke,59,4124,7,579.0,51.05,2.438
59341,Lesdain,59,442,8,52.0,50.099,3.268
59342,Lez-Fontaine,59,227,4,50.0,50.178,4.062
59343,Lesquin,59,9241,9,1086.0,50.588,3.111
59344,Leval,59,2491,6,424.0,50.189,3.838
59345,Lewarde,59,2403,4,618.0,50.341,3.167
59346,Lezennes,59,3019,2,1417.0,50.615,3.117
59347,Liessies,59,531,18,30.0,50.117,4.082
59348,Lieu-Saint-Amand,59,1461,5,283.0,50.272,3.344
59349,Ligny-en-Cambrésis,59,1901,9,213.0,50.101,3.377
59350,Lille,59,236710,35,6765.0,50.63,3.071
59351,Limont-Fontaine,59,539,7,79.0,50.208,3.922
59352,Linselles,59,8192,12,691.0,50.739,3.08
59353,Locquignol,59,299,98,3.0,50.198,3.717
59354,Loffre,59,714,3,275.0,50.356,3.173
59356,Lompret,59,2182,3,699.0,50.67,2.991
59357,La Longueville,59,2065,18,117.0,50.29,3.857
59358,Looberghe,59,1206,19,62.0,50.916,2.274
59359,Loon-Plage,59,6039,36,167.0,50.994,2.22
59360,Loos,59,23013,7,3335.0,50.615,3.015
59361,Lourches,59,3814,3,1418.0,50.315,3.353
59363,Louvignies-Quesnoy,59,912,9,107.0,50.225,3.641
59364,Louvil,59,895,2,359.0,50.557,3.193
59365,Louvroil,59,6357,6,1065.0,50.265,3.962
59366,Lynde,59,778,9,85.0,50.713,2.419
59367,Lys-lez-Lannoy,59,13793,3,4231.0,50.67,3.215
59368,La Madeleine,59,22488,3,8360.0,50.654,3.074
59369,Maing,59,4004,12,344.0,50.308,3.483
59370,Mairieux,59,699,7,107.0,50.313,3.992
59371,Le Maisnil,59,628,4,177.0,50.615,2.884
59372,Malincourt,59,476,10,46.0,50.047,3.325
59374,Marbaix,59,469,7,70.0,50.13,3.84
59375,Marchiennes,59,4539,22,211.0,50.408,3.282
59377,Marcoing,59,1888,15,125.0,50.122,3.172
59378,Marcq-en-Barœul,59,39356,14,2809.0,50.673,3.094
59379,Marcq-en-Ostrevent,59,762,6,122.0,50.286,3.238
59381,Maresches,59,808,5,167.0,50.294,3.576
59382,Maretz,59,1417,11,127.0,50.046,3.418
59383,Marly,59,12024,8,1494.0,50.35,3.544
59384,Maroilles,59,1441,22,65.0,50.134,3.759
59385,Marpent,59,2654,5,544.0,50.293,4.08
59386,Marquette-lez-Lille,59,11213,5,2336.0,50.677,3.064
59387,Marquette-en-Ostrevant,59,1931,7,261.0,50.286,3.266
59388,Marquillies,59,1982,7,291.0,50.558,2.869
59389,Masnières,59,2772,11,251.0,50.114,3.21
59390,Masny,59,4056,7,562.0,50.348,3.201
59391,Mastaing,59,889,6,142.0,50.307,3.303
59392,Maubeuge,59,29066,19,1532.0,50.28,3.967
59393,Maulde,59,981,5,190.0,50.503,3.433
59394,Maurois,59,406,2,189.0,50.072,3.466
59395,Mazinghien,59,288,9,32.0,50.051,3.601
59396,Mecquignies,59,705,5,150.0,50.274,3.804
59397,Merckeghem,59,614,11,57.0,50.861,2.297
59398,Mérignies,59,3360,9,385.0,50.506,3.11
59399,Merris,59,1049,10,102.0,50.716,2.661
59400,Merville,59,9652,27,356.0,50.642,2.639
59401,Méteren,59,2256,19,122.0,50.74,2.69
59402,Millam,59,848,12,69.0,50.856,2.247
59403,Millonfosse,59,711,3,207.0,50.433,3.385
59405,Mœuvres,59,489,7,66.0,50.164,3.064
59406,Monceau-Saint-Waast,59,429,6,73.0,50.17,3.857
59407,Monchaux-sur-Écaillon,59,561,4,125.0,50.286,3.455
59408,Moncheaux,59,1703,5,344.0,50.454,3.083
59409,Monchecourt,59,2501,7,364.0,50.303,3.213
59410,Mons-en-Barœul,59,21467,3,7428.0,50.643,3.11
59411,Mons-en-Pévèle,59,2089,12,168.0,50.48,3.099
59412,Montay,59,274,6,49.0,50.119,3.541
59413,Montigny-en-Cambrésis,59,554,6,95.0,50.09,3.409
59414,Montigny-en-Ostrevent,59,4681,5,859.0,50.365,3.186
59415,Montrécourt,59,225,4,64.0,50.233,3.45
59416,Morbecque,59,2509,45,56.0,50.694,2.518
59418,Mortagne-du-Nord,59,1584,2,733.0,50.504,3.456
59419,Mouchin,59,1441,9,156.0,50.518,3.292
59420,Moustier-en-Fagne,59,60,7,8.0,50.094,4.194
59421,Mouvaux,59,13173,4,3136.0,50.702,3.141
59422,Naves,59,626,5,120.0,50.201,3.318
59423,Neuf-Berquin,59,1403,6,218.0,50.659,2.671
59424,Neuf-Mesnil,59,1305,1,1028.0,50.266,3.907
59425,Neuville-en-Avesnois,59,302,3,96.0,50.199,3.581
59426,Neuville-en-Ferrain,59,10160,6,1641.0,50.75,3.153
59427,La Neuville,59,620,4,153.0,50.496,3.048
59428,Neuville-Saint-Rémy,59,3912,2,1665.0,50.188,3.223
59429,Neuville-sur-Escaut,59,2757,5,579.0,50.3,3.353
59430,Neuvilly,59,1093,13,87.0,50.143,3.512
59431,Nieppe,59,7606,17,443.0,50.705,2.838
59432,Niergnies,59,512,4,117.0,50.147,3.258
59433,Nieurlet,59,903,10,88.0,50.79,2.282
59434,Nivelle,59,1379,6,235.0,50.473,3.468
59435,Nomain,59,2585,19,135.0,50.5,3.248
59436,Noordpeene,59,800,17,46.0,50.808,2.4
59437,Noyelles-lès-Seclin,59,845,2,349.0,50.576,3.017
59438,Noyelles-sur-Escaut,59,814,5,163.0,50.138,3.183
59439,Noyelles-sur-Sambre,59,278,6,43.0,50.157,3.8
59440,Noyelles-sur-Selle,59,673,5,133.0,50.287,3.39
59441,Obies,59,649,5,119.0,50.27,3.787
59442,Obrechies,59,273,5,50.0,50.22,4.027
59443,Ochtezeele,59,375,6,66.0,50.818,2.402
59444,Odomez,59,927,5,190.0,50.456,3.536
59445,Ohain,59,1188,12,100.0,50.039,4.118
59446,Oisy,59,690,3,268.0,50.356,3.439
59447,Onnaing,59,8719,13,671.0,50.386,3.601
59448,Oost-Cappel,59,472,4,118.0,50.925,2.598
59449,Orchies,59,8455,11,774.0,50.475,3.242
59450,Ors,59,638,18,36.0,50.099,3.634
59451,Orsinval,59,558,3,167.0,50.272,3.628
59452,Ostricourt,59,5829,8,765.0,50.454,3.031
59453,Oudezeele,59,684,10,72.0,50.839,2.512
59454,Oxelaëre,59,528,5,111.0,50.788,2.475
59455,Paillencourt,59,1015,8,133.0,50.246,3.275
59456,Pecquencourt,59,6232,10,653.0,50.378,3.215
59457,Pérenchies,59,8519,3,2802.0,50.669,2.973
59458,Péronne-en-Mélantois,59,1004,1,881.0,50.567,3.167
59459,Petite-Forêt,59,5058,5,1107.0,50.367,3.48
59461,Petit-Fayt,59,294,8,36.0,50.104,3.82
59462,Phalempin,59,4849,8,602.0,50.518,3.018
59463,Pitgam,59,976,24,41.0,50.928,2.331
59464,Poix-du-Nord,59,2185,9,253.0,50.19,3.61
59465,Pommereuil,59,792,6,123.0,50.113,3.597
59466,Pont-à-Marcq,59,2883,2,1276.0,50.521,3.114
59467,Pont-sur-Sambre,59,2410,11,212.0,50.222,3.848
59468,Potelle,59,441,4,111.0,50.234,3.663
59469,Pradelles,59,410,3,126.0,50.732,2.605
59470,Prémesques,59,2060,5,406.0,50.656,2.952
59471,Préseau,59,2065,6,325.0,50.311,3.573
59472,Preux-au-Bois,59,838,4,210.0,50.165,3.659
59473,Preux-au-Sart,59,304,5,59.0,50.283,3.688
59474,Prisches,59,1043,23,45.0,50.079,3.77
59475,Prouvy,59,2173,4,498.0,50.318,3.45
59476,Proville,59,3128,6,496.0,50.163,3.21
59477,Provin,59,4469,3,1342.0,50.512,2.915
59478,Quaëdypre,59,1121,19,59.0,50.936,2.455
59479,Quarouble,59,3131,12,254.0,50.386,3.625
59480,Quérénaing,59,861,4,199.0,50.288,3.514
59481,Le Quesnoy,59,4852,14,341.0,50.247,3.639
59482,Quesnoy-sur-Deûle,59,6920,14,478.0,50.713,3.001
59483,Quiévelon,59,137,4,31.0,50.238,4.074
59484,Quiévrechain,59,6208,5,1332.0,50.395,3.67
59485,Quiévy,59,1801,7,263.0,50.166,3.428
59486,Râches,59,2660,5,543.0,50.415,3.137
59487,Radinghem-en-Weppes,59,1393,7,206.0,50.622,2.905
59488,Raillencourt-Sainte-Olle,59,2128,7,298.0,50.183,3.199
59489,Raimbeaucourt,59,4015,11,362.0,50.44,3.101
59490,Rainsars,59,188,6,30.0,50.071,3.992
59491,Raismes,59,12055,33,362.0,50.391,3.483
59492,Ramillies,59,596,5,117.0,50.206,3.261
59493,Ramousies,59,227,10,24.0,50.117,4.04
59494,Raucourt-au-Bois,59,154,1,151.0,50.207,3.659
59495,Recquignies,59,2420,6,393.0,50.286,4.043
59496,Rejet-de-Beaulieu,59,232,6,37.0,50.043,3.629
59497,Renescure,59,2128,19,112.0,50.729,2.366
59498,Reumont,59,343,3,123.0,50.083,3.482
59499,Rexpoëde,59,1992,13,148.0,50.939,2.54
59500,Ribécourt-la-Tour,59,376,9,43.0,50.111,3.129
59501,Rieulay,59,1243,7,170.0,50.38,3.254
59502,Rieux-en-Cambrésis,59,1438,8,188.0,50.201,3.352
59503,Robersart,59,204,2,89.0,50.157,3.643
59504,Rœulx,59,3779,4,931.0,50.307,3.334
59505,Rombies-et-Marchipont,59,750,5,157.0,50.364,3.641
59506,Romeries,59,476,6,79.0,50.203,3.53
59507,Ronchin,59,19437,5,3553.0,50.606,3.078
59508,Roncq,59,13784,11,1294.0,50.754,3.123
59509,Roost-Warendin,59,5976,7,835.0,50.419,3.102
59511,Rosult,59,1973,8,241.0,50.45,3.365
59512,Roubaix,59,98892,13,7475.0,50.691,3.174
59513,Roucourt,59,457,3,141.0,50.328,3.149
59514,Rousies,59,4043,6,698.0,50.272,4.005
59515,Rouvignies,59,657,3,200.0,50.327,3.441
59516,Rubrouck,59,919,15,61.0,50.839,2.354
59517,Les Rues-des-Vignes,59,748,18,42.0,50.096,3.239
59518,Ruesnes,59,455,7,67.0,50.258,3.584
59519,Rumegies,59,1740,8,228.0,50.49,3.35
59520,Rumilly-en-Cambrésis,59,1429,7,212.0,50.125,3.22
59521,Sailly-lez-Cambrai,59,422,3,127.0,50.193,3.177
59522,Sailly-lez-Lannoy,59,1949,4,438.0,50.648,3.222
59523,Sainghin-en-Mélantois,59,2848,11,269.0,50.589,3.167
59524,Sainghin-en-Weppes,59,5641,8,722.0,50.563,2.9
59525,Sains-du-Nord,59,2779,16,173.0,50.095,4.011
59526,Saint-Amand-les-Eaux,59,15980,34,469.0,50.45,3.429
59527,Saint-André-lez-Lille,59,12942,3,4057.0,50.661,3.05
59528,Saint-Aubert,59,1561,8,192.0,50.206,3.416
59529,Saint-Aubin,59,347,10,34.0,50.17,3.92
59530,Saint-Aybert,59,332,4,80.0,50.449,3.656
59531,Saint-Benin,59,339,5,73.0,50.077,3.528
59532,Saint-Georges-sur-l'Aa,59,296,8,36.0,50.97,2.165
59533,Saint-Hilaire-lez-Cambrai,59,1555,7,237.0,50.182,3.414
59534,Saint-Hilaire-sur-Helpe,59,800,15,52.0,50.132,3.904
59535,Saint-Jans-Cappel,59,1642,8,206.0,50.763,2.72
59536,Sainte-Marie-Cappel,59,857,8,114.0,50.784,2.509
59537,Saint-Martin-sur-Écaillon,59,500,5,94.0,50.248,3.524
59538,Saint-Momelin,59,418,6,70.0,50.794,2.25
59539,Saint-Pierre-Brouck,59,984,9,111.0,50.896,2.188
59541,Saint-Python,59,999,7,134.0,50.191,3.484
59542,Saint-Remy-Chaussée,59,486,5,94.0,50.17,3.871
59543,Saint-Remy-du-Nord,59,1070,6,180.0,50.232,3.906
59544,Saint-Saulve,59,11117,12,920.0,50.371,3.555
59545,Saint-Souplet,59,1203,13,95.0,50.055,3.53
59546,Saint-Sylvestre-Cappel,59,1154,8,142.0,50.776,2.554
59547,Saint-Vaast-en-Cambrésis,59,860,4,193.0,50.192,3.423
59548,Saint-Waast,59,658,6,111.0,50.304,3.751
59549,Salesches,59,329,5,71.0,50.203,3.588
59550,Salomé,59,3051,5,572.0,50.536,2.842
59551,Saméon,59,1738,9,197.0,50.477,3.334
59552,Sancourt,59,194,4,49.0,50.217,3.193
59553,Santes,59,5660,8,754.0,50.59,2.963
59554,Sars-et-Rosières,59,617,3,236.0,50.446,3.332
59555,Sars-Poteries,59,1420,8,182.0,50.17,4.027
59556,Sassegnies,59,260,4,62.0,50.179,3.806
59557,Saultain,59,2553,6,396.0,50.336,3.576
59558,Saulzoir,59,1679,10,166.0,50.239,3.44
59559,Sebourg,59,1977,14,140.0,50.343,3.644
59560,Seclin,59,12834,17,736.0,50.545,3.026
59562,Sémeries,59,533,14,39.0,50.121,4.0
59563,Semousies,59,232,3,75.0,50.164,3.96
59564,La Sentinelle,59,3143,4,816.0,50.349,3.485
59565,Sepmeries,59,649,6,109.0,50.282,3.564
59566,Sequedin,59,4762,4,1199.0,50.623,2.988
59567,Séranvillers-Forenville,59,415,7,57.0,50.124,3.282
59568,Sercus,59,484,5,97.0,50.706,2.456
59569,Sin-le-Noble,59,15603,12,1346.0,50.366,3.114
59570,Socx,59,890,8,111.0,50.936,2.423
59571,Solesmes,59,4249,23,182.0,50.185,3.498
59572,Solre-le-Château,59,1776,14,129.0,50.174,4.092
59573,Solrinnes,59,143,5,26.0,50.206,4.074
59574,Somain,59,11790,12,953.0,50.359,3.281
59575,Sommaing,59,398,4,112.0,50.266,3.499
59576,Spycker,59,1752,9,185.0,50.97,2.321
59577,Staple,59,693,10,69.0,50.749,2.455
59578,Steenbecque,59,1650,12,137.0,50.674,2.485
59579,Steene,59,1365,10,132.0,50.952,2.369
59580,Steenvoorde,59,4324,30,143.0,50.81,2.578
59581,Steenwerck,59,3540,27,129.0,50.7,2.777
59582,Strazeele,59,946,5,200.0,50.727,2.632
59583,Taisnières-en-Thiérache,59,476,9,56.0,50.147,3.816
59584,Taisnières-sur-Hon,59,962,16,59.0,50.32,3.835
59585,Templemars,59,3635,5,790.0,50.576,3.053
59586,Templeuve-en-Pévèle,59,6705,16,422.0,50.533,3.174
59587,Terdeghem,59,518,9,58.0,50.798,2.54
59588,Téteghem-Coudekerque-Village,59,8384,19,442.0,51.023,2.433
59589,Thiant,59,3011,9,353.0,50.304,3.45
59590,Thiennes,59,916,8,120.0,50.651,2.466
59591,Thivencelle,59,824,4,205.0,50.44,3.635
59592,Thumeries,59,4029,7,568.0,50.477,3.056
59593,Thun-l'Évêque,59,767,6,136.0,50.226,3.289
59594,Thun-Saint-Amand,59,1110,4,298.0,50.48,3.459
59595,Thun-Saint-Martin,59,541,6,89.0,50.225,3.296
59596,Tilloy-lez-Marchiennes,59,528,5,96.0,50.427,3.319
59597,Tilloy-lez-Cambrai,59,696,3,208.0,50.196,3.22
59598,Toufflers,59,3910,2,1616.0,50.661,3.225
59599,Tourcoing,59,99011,15,6518.0,50.724,3.161
59600,Tourmignies,59,947,2,460.0,50.507,3.084
59601,Trélon,59,2679,39,68.0,50.059,4.104
59602,Tressin,59,1395,2,730.0,50.617,3.192
59603,Trith-Saint-Léger,59,6124,7,885.0,50.325,3.484
59604,Troisvilles,59,809,8,96.0,50.104,3.472
59605,Uxem,59,1497,8,185.0,51.02,2.486
59606,Valenciennes,59,42991,14,3086.0,50.358,3.524
59607,Vendegies-au-Bois,59,484,10,48.0,50.179,3.58
59608,Vendegies-sur-Écaillon,59,1118,7,168.0,50.261,3.509
59609,Vendeville,59,1546,3,604.0,50.575,3.078
59610,Verchain-Maugré,59,1102,10,114.0,50.269,3.477
59611,Verlinghem,59,2673,10,264.0,50.681,2.996
59612,Vertain,59,513,6,88.0,50.212,3.524
59613,Vicq,59,1473,4,374.0,50.41,3.602
59614,Viesly,59,1379,11,129.0,50.153,3.463
59615,Vieux-Berquin,59,2649,26,101.0,50.695,2.643
59616,Vieux-Condé,59,10446,11,941.0,50.458,3.569
59617,Vieux-Mesnil,59,637,6,107.0,50.253,3.861
59618,Vieux-Reng,59,907,12,78.0,50.33,4.048
59619,Villereau,59,1057,6,183.0,50.246,3.696
59620,Villers-au-Tertre,59,667,5,144.0,50.303,3.18
59622,Villers-en-Cauchies,59,1161,9,130.0,50.225,3.401
59623,Villers-Guislain,59,680,11,60.0,50.04,3.156
59624,Villers-Outréaux,59,2156,7,305.0,50.032,3.298
59625,Villers-Plouich,59,389,11,35.0,50.079,3.134
59626,Villers-Pol,59,1262,12,104.0,50.285,3.616
59627,Villers-Sire-Nicole,59,1006,9,117.0,50.34,4.012
59628,Volckerinckhove,59,560,10,56.0,50.839,2.305
59629,Vred,59,1311,3,383.0,50.394,3.231
59630,Wahagnies,59,2605,6,456.0,50.486,3.036
59631,Walincourt-Selvigny,59,2112,15,139.0,50.07,3.337
59632,Wallers,59,5598,21,266.0,50.373,3.392
59633,Wallers-en-Fagne,59,280,8,36.0,50.064,4.176
59634,Wallon-Cappel,59,788,6,143.0,50.726,2.474
59635,Wambaix,59,368,6,59.0,50.129,3.307
59636,Wambrechies,59,10798,16,696.0,50.687,3.052
59637,Wandignies-Hamage,59,1318,6,208.0,50.399,3.314
59638,Wannehain,59,1331,4,357.0,50.57,3.266
59639,Wargnies-le-Grand,59,1101,6,192.0,50.308,3.662
59640,Wargnies-le-Petit,59,780,5,147.0,50.296,3.672
59641,Warhem,59,2022,28,73.0,50.976,2.493
59642,Warlaing,59,594,4,150.0,50.41,3.329
59643,Warneton,59,234,4,56.0,50.748,2.953
59645,Wasnes-au-Bac,59,587,5,112.0,50.27,3.26
59646,Wasquehal,59,20836,7,3020.0,50.669,3.131
59647,Watten,59,2577,8,331.0,50.832,2.213
59648,Wattignies,59,15531,6,2465.0,50.588,3.051
59649,Wattignies-la-Victoire,59,241,6,38.0,50.2,4.011
59650,Wattrelos,59,40836,14,3009.0,50.702,3.216
59651,Wavrechain-sous-Denain,59,1616,2,673.0,50.33,3.413
59652,Wavrechain-sous-Faulx,59,424,4,110.0,50.272,3.286
59653,Wavrin,59,7773,14,573.0,50.57,2.931
59654,Waziers,59,7354,4,1691.0,50.386,3.109
59655,Wemaers-Cappel,59,237,4,56.0,50.807,2.439
59656,Wervicq-Sud,59,5299,5,1056.0,50.773,3.05
59657,West-Cappel,59,636,8,83.0,50.927,2.508
59658,Wicres,59,544,3,196.0,50.571,2.868
59659,Wignehies,59,2821,14,202.0,50.014,4.004
59660,Willems,59,2996,6,511.0,50.632,3.24
59661,Willies,59,131,4,32.0,50.121,4.098
59662,Winnezeele,59,1300,16,83.0,50.841,2.552
59663,Wormhout,59,5705,27,208.0,50.883,2.468
59664,Wulverdinghe,59,327,3,110.0,50.832,2.255
59665,Wylder,59,301,3,118.0,50.913,2.493
59666,Zegerscappel,59,1536,18,87.0,50.888,2.385
59667,Zermezeele,59,238,5,48.0,50.823,2.45
59668,Zuydcoote,59,1580,3,620.0,51.063,2.492
59669,Zuytpeene,59,527,12,44.0,50.793,2.43
59670,Don,59,1412,2,617.0,50.547,2.921
60001,Abancourt,60,594,6,100.0,49.697,1.765
60002,Abbecourt,60,846,7,113.0,49.359,2.157
60003,Abbeville-Saint-Lucien,60,510,5,96.0,49.518,2.17
60004,Achy,60,404,13,31.0,49.553,1.977
60005,Acy-en-Multien,60,867,11,76.0,49.104,2.953
60006,Les Ageux,60,1145,5,228.0,49.318,2.604
60007,Agnetz,60,3055,13,230.0,49.381,2.388
60008,Airion,60,363,7,53.0,49.425,2.416
60009,Allonne,60,1708,15,111.0,49.405,2.113
60010,Amblainville,60,1757,21,84.0,49.202,2.121
60011,Amy,60,416,13,33.0,49.655,2.825
60012,Andeville,60,3380,4,801.0,49.258,2.167
60013,Angicourt,60,1354,5,271.0,49.312,2.504
60014,Angivillers,60,162,6,26.0,49.486,2.502
60015,Angy,60,1139,4,325.0,49.33,2.326
60016,Ansacq,60,271,8,32.0,49.345,2.358
60017,Ansauvillers,60,1163,7,165.0,49.565,2.387
60019,Antheuil-Portes,60,413,11,39.0,49.495,2.753
60020,Antilly,60,266,4,72.0,49.152,2.984
60021,Appilly,60,517,4,116.0,49.583,3.116
60022,Apremont,60,640,14,47.0,49.224,2.509
60023,Armancourt,60,535,2,262.0,49.373,2.766
60024,Arsy,60,801,7,109.0,49.402,2.679
60025,Attichy,60,1853,15,125.0,49.413,3.048
60026,Auchy-la-Montagne,60,569,8,71.0,49.575,2.118
60027,Auger-Saint-Vincent,60,526,14,37.0,49.219,2.809
60028,Aumont-en-Halatte,60,529,7,78.0,49.229,2.55
60029,Auneuil,60,2875,22,129.0,49.37,2.001
60030,Auteuil,60,553,12,45.0,49.341,2.088
60031,Autheuil-en-Valois,60,262,9,28.0,49.176,3.059
60032,Autrêches,60,713,13,55.0,49.439,3.138
60033,Avilly-Saint-Léonard,60,879,12,72.0,49.194,2.537
60034,Avrechy,60,1162,13,93.0,49.448,2.427
60035,Avricourt,60,241,7,34.0,49.656,2.861
60036,Avrigny,60,391,6,64.0,49.381,2.582
60037,Babœuf,60,511,7,70.0,49.589,3.082
60039,Bacouël,60,482,6,88.0,49.622,2.383
60040,Bailleul-le-Soc,60,644,14,45.0,49.416,2.579
60041,Bailleul-sur-Thérain,60,2323,10,244.0,49.384,2.224
60042,Bailleval,60,1472,8,184.0,49.349,2.458
60043,Bailly,60,609,4,144.0,49.498,2.972
60044,Balagny-sur-Thérain,60,1649,7,242.0,49.296,2.337
60045,Barbery,60,547,8,71.0,49.222,2.667
60046,Bargny,60,336,8,44.0,49.178,2.957
60047,Baron,60,752,22,35.0,49.172,2.734
60048,Baugy,60,282,7,39.0,49.464,2.757
60049,Bazancourt,60,103,3,32.0,49.554,1.734
60050,Bazicourt,60,352,4,92.0,49.343,2.622
60051,Beaudéduit,60,173,4,46.0,49.679,2.065
60052,Beaugies-sous-Bois,60,99,4,26.0,49.638,3.104
60053,Beaulieu-les-Fontaines,60,578,13,46.0,49.659,2.914
60054,Beaumont-les-Nonains,60,878,10,92.0,49.32,2.02
60055,Beaurains-lès-Noyon,60,338,4,88.0,49.611,2.97
60056,Beaurepaire,60,65,5,12.0,49.298,2.565
60057,Beauvais,60,56677,33,1713.0,49.43,2.082
60058,Beauvoir,60,208,10,20.0,49.603,2.326
60059,Béhéricourt,60,198,5,38.0,49.597,3.064
60060,Belle-Église,60,690,8,89.0,49.192,2.219
60061,Belloy,60,76,3,25.0,49.536,2.655
60062,Berlancourt,60,312,7,44.0,49.674,3.068
60063,Berneuil-en-Bray,60,808,15,53.0,49.35,2.065
60064,Berneuil-sur-Aisne,60,961,11,91.0,49.414,3.005
60065,Berthecourt,60,1595,7,225.0,49.354,2.225
60066,Béthancourt-en-Valois,60,198,4,48.0,49.285,2.877
60067,Béthisy-Saint-Martin,60,989,10,101.0,49.296,2.818
60068,Béthisy-Saint-Pierre,60,3135,6,486.0,49.299,2.802
60069,Betz,60,1121,16,72.0,49.157,2.954
60070,Bienville,60,453,3,131.0,49.45,2.828
60071,Biermont,60,173,4,44.0,49.581,2.733
60072,Bitry,60,314,7,46.0,49.414,3.078
60073,Blacourt,60,560,12,48.0,49.464,1.862
60074,Blaincourt-lès-Précy,60,1193,8,144.0,49.223,2.356
60075,Blancfossé,60,142,5,27.0,49.658,2.197
60076,Blargies,60,511,10,51.0,49.672,1.765
60077,Blicourt,60,355,15,24.0,49.557,2.058
60078,Blincourt,60,119,3,42.0,49.382,2.62
60079,Boissy-Fresnoy,60,968,16,60.0,49.162,2.874
60081,Bonlier,60,472,5,104.0,49.47,2.149
60082,Bonneuil-les-Eaux,60,774,18,42.0,49.678,2.233
60083,Bonneuil-en-Valois,60,977,13,76.0,49.285,2.992
60084,Bonnières,60,189,8,22.0,49.511,1.965
60085,Bonvillers,60,195,6,33.0,49.59,2.355
60086,Boran-sur-Oise,60,2127,12,184.0,49.167,2.36
60087,Borest,60,344,13,27.0,49.18,2.673
60088,Bornel,60,4785,12,384.0,49.198,2.207
60089,Boubiers,60,393,10,38.0,49.221,1.871
60090,Bouconvillers,60,439,5,92.0,49.176,1.903
60091,Bouillancy,60,422,14,31.0,49.112,2.918
60092,Boullarre,60,207,7,28.0,49.129,3.004
60093,Boulogne-la-Grasse,60,461,9,49.0,49.612,2.705
