code_insee,nom_standard,dep_code,population,superficie_km2,densite,latitude_mairie,longitude_mairie
27032,Chambois,27,1373,7,193.0,48.93,1.142
27033,Bacquepuis,27,307,5,60.0,49.092,1.05
27034,Bacqueville,27,624,11,57.0,49.315,1.369
27035,Bailleul-la-Vallée,27,99,5,21.0,49.2,0.428
27036,Bâlines,27,544,4,145.0,48.742,0.98
27037,Barc,27,1156,12,100.0,49.07,0.818
27038,Les Barils,27,273,10,28.0,48.732,0.82
27039,Barneville-sur-Seine,27,516,9,59.0,49.38,0.85
27040,Barquet,27,448,14,32.0,49.044,0.857
27042,Barville,27,83,3,30.0,49.157,0.477
27043,Les Baux-de-Breteuil,27,677,34,20.0,48.88,0.811
27044,Les Baux-Sainte-Croix,27,852,17,50.0,48.969,1.098
27045,Bazincourt-sur-Epte,27,781,11,71.0,49.313,1.766
27046,Bazoques,27,142,7,21.0,49.169,0.551
27047,Beaubray,27,336,15,22.0,48.912,0.912
27048,Beauficel-en-Lyons,27,197,7,27.0,49.408,1.523
27049,Mesnil-en-Ouche,27,4452,13,352.0,49.013,0.705
27050,Beaumontel,27,630,12,54.0,49.088,0.764
27051,Beaumont-le-Roger,27,2764,37,76.0,49.081,0.777
27052,Le Bec-Hellouin,27,390,10,41.0,49.231,0.723
27053,Le Bec-Thomas,27,206,1,154.0,49.234,0.98
27054,Bémécourt,27,569,17,33.0,48.844,0.872
27055,Bérengeville-la-Campagne,27,330,9,35.0,49.116,1.066
27056,Bernay,27,9622,24,399.0,49.089,0.598
27057,Bernienville,27,291,8,37.0,49.083,1.018
27059,Bernouville,27,312,6,52.0,49.29,1.693
27061,Berthouville,27,330,8,44.0,49.177,0.631
27062,Les Monts du Roumois,27,1571,9,170.0,49.296,0.823
27063,Berville-la-Campagne,27,260,9,30.0,49.027,0.901
27064,Berville-sur-Mer,27,682,6,106.0,49.428,0.361
27065,Beuzeville,27,4689,23,201.0,49.346,0.341
27066,Bézu-la-Forêt,27,302,9,34.0,49.401,1.629
27067,Bézu-Saint-Éloi,27,1578,11,138.0,49.291,1.712
27068,Bois-Anzeray,27,178,12,15.0,48.926,0.684
27069,Bois-Arnault,27,694,13,53.0,48.812,0.737
27070,Frenelles-en-Vexin,27,1702,13,128.0,49.289,1.499
27071,Le Bois-Hellain,27,211,3,66.0,49.28,0.389
27072,Bois-Jérôme-Saint-Ouen,27,747,10,72.0,49.105,1.534
27073,Bois-le-Roi,27,1231,6,224.0,48.865,1.346
27074,Boisney,27,282,6,50.0,49.152,0.657
27075,Bois-Normand-près-Lyre,27,361,17,21.0,48.899,0.697
27076,Boisset-les-Prévanches,27,504,7,68.0,48.968,1.329
27077,Boissey-le-Châtel,27,852,4,194.0,49.271,0.782
27078,La Boissière,27,261,3,75.0,48.946,1.366
27079,Boissy-Lamberville,27,372,8,46.0,49.165,0.577
27081,Boncourt,27,182,4,44.0,49.027,1.308
27082,La Bonneville-sur-Iton,27,2046,4,515.0,48.991,1.039
27083,Bonneville-Aptot,27,263,8,35.0,49.258,0.76
27085,Flancourt-Crescy-en-Roumois,27,1569,4,352.0,49.323,0.808
27089,Thénouville,27,1009,3,381.0,49.295,0.776
27090,Bosroumois,27,3786,10,379.0,49.29,0.924
27091,Bosgouet,27,765,10,80.0,49.357,0.851
27094,Bosquentin,27,126,7,18.0,49.414,1.585
27095,Bosrobert,27,672,9,72.0,49.223,0.753
27096,Les Bottereaux,27,344,22,15.0,48.873,0.667
27097,Bouafles,27,668,13,52.0,49.21,1.386
27098,Bouchevilliers,27,76,4,17.0,49.401,1.708
27099,Le Boulay-Morin,27,824,6,149.0,49.082,1.181
27100,Boulleville,27,1209,7,167.0,49.368,0.393
27101,Bouquelon,27,507,12,43.0,49.396,0.491
27102,Bouquetot,27,1027,13,78.0,49.363,0.782
27103,Bourg-Achard,27,4014,12,321.0,49.354,0.818
27104,Bourg-Beaudouin,27,709,5,133.0,49.387,1.306
27105,Grand Bourgtheroulde,27,4025,12,345.0,49.3,0.874
27106,Bournainville-Faverolles,27,486,7,69.0,49.128,0.487
27107,Bourneville-Sainte-Croix,27,1343,11,122.0,49.39,0.621
27108,Bourth,27,1171,19,63.0,48.769,0.81
27109,Bray,27,397,6,69.0,49.107,0.842
27110,Brestot,27,644,9,73.0,49.352,0.685
27111,Bretagnolles,27,202,4,53.0,48.953,1.356
27112,Breteuil,27,4287,28,155.0,48.836,0.913
27113,Brétigny,27,143,5,26.0,49.213,0.674
27114,Breuilpont,27,1205,12,99.0,48.963,1.428
27115,Breux-sur-Avre,27,334,7,47.0,48.762,1.082
27116,Brionne,27,4219,17,251.0,49.193,0.722
27117,Broglie,27,1000,8,125.0,49.009,0.529
27118,Brosville,27,640,7,89.0,49.109,1.114
27119,Bueil,27,1625,5,332.0,48.929,1.441
27120,Burey,27,404,5,76.0,48.984,0.952
27123,Caillouet-Orgeville,27,486,8,61.0,49.007,1.306
27124,Cailly-sur-Eure,27,218,3,66.0,49.116,1.211
27125,Calleville,27,661,9,77.0,49.192,0.757
27126,Campigny,27,1106,11,102.0,49.31,0.553
27127,Canappeville,27,704,10,67.0,49.154,1.101
27129,Caorches-Saint-Nicolas,27,600,12,50.0,49.077,0.546
27130,Capelle-les-Grands,27,414,13,31.0,49.046,0.474
27132,Caugé,27,831,12,72.0,49.024,1.034
27133,Caumont,27,1109,6,182.0,49.366,0.898
27134,Cauverville-en-Roumois,27,211,3,64.0,49.351,0.647
27135,Cesseville,27,445,7,68.0,49.182,0.977
27136,Chaignes,27,268,6,41.0,49.016,1.439
27137,Chaise-Dieu-du-Theil,27,197,6,33.0,48.768,0.761
27138,Chamblac,27,372,21,18.0,48.988,0.544
27139,Chambord,27,178,15,12.0,48.89,0.608
27140,Chambray,27,401,8,47.0,49.074,1.308
27141,Champ-Dolent,27,62,2,27.0,48.961,1.014
27142,Champenard,27,289,2,125.0,49.107,1.333
27144,Champigny-la-Futelaye,27,272,16,17.0,48.865,1.301
27146,La Chapelle-Bayvel,27,378,5,76.0,49.272,0.403
27147,La Chapelle-du-Bois-des-Faulx,27,675,4,156.0,49.112,1.166
27148,La Chapelle-Gauthier,27,409,17,25.0,48.986,0.462
27149,La Chapelle-Hareng,27,124,4,30.0,49.114,0.414
27151,Charleval,27,1704,14,121.0,49.37,1.382
27152,Château-sur-Epte,27,593,5,129.0,49.208,1.668
27153,Chauvincourt-Provemont,27,385,11,35.0,49.279,1.639
27154,Chavigny-Bailleul,27,594,18,32.0,48.876,1.204
27155,Chennebrun,27,103,3,35.0,48.68,0.782
27156,Chéronvilliers,27,462,21,22.0,48.789,0.741
27157,Marbois,27,1308,18,73.0,48.892,0.949
27158,Cierrey,27,790,4,197.0,49.003,1.249
27161,Claville,27,1074,18,60.0,49.048,1.019
27162,Collandres-Quincarnon,27,242,8,30.0,48.996,0.852
27163,Colletot,27,188,4,44.0,49.35,0.62
27164,Combon,27,820,16,51.0,49.097,0.889
27165,Conches-en-Ouche,27,4905,17,294.0,48.962,0.943
27167,Condé-sur-Risle,27,661,10,67.0,49.315,0.614
27168,Connelles,27,174,4,42.0,49.256,1.271
27169,Conteville,27,1019,11,95.0,49.418,0.397
27170,Cormeilles,27,1166,3,382.0,49.247,0.378
27171,Le Cormier,27,368,11,35.0,48.976,1.307
27173,Corneville-la-Fouquetière,27,124,4,31.0,49.066,0.705
27174,Corneville-sur-Risle,27,1374,13,103.0,49.337,0.597
27176,Coudray,27,218,8,28.0,49.337,1.505
27177,Coudres,27,546,15,36.0,48.863,1.245
27179,Courbépine,27,718,12,59.0,49.127,0.561
27180,Courcelles-sur-Seine,27,2140,6,383.0,49.182,1.358
27181,Courdemanche,27,596,9,65.0,48.801,1.268
27182,Courteilles,27,165,6,27.0,48.736,0.989
27183,La Couture-Boussey,27,2306,11,209.0,48.898,1.406
27184,Crasville,27,122,2,49.0,49.208,1.075
27185,Crestot,27,559,6,88.0,49.205,0.97
27187,Criquebeuf-la-Campagne,27,344,8,44.0,49.201,0.998
27188,Criquebeuf-sur-Seine,27,1524,15,104.0,49.305,1.097
27189,La Croisille,27,417,5,78.0,48.982,0.976
27190,Croisy-sur-Eure,27,215,4,54.0,49.03,1.348
27191,Clef Vallée d'Eure,27,2468,15,163.0,49.109,1.242
27192,Crosville-la-Vieille,27,607,8,78.0,49.156,0.931
27193,Croth,27,1378,11,131.0,48.846,1.374
27194,Cuverville,27,249,6,40.0,49.287,1.372
27196,Les Damps,27,1347,5,282.0,49.302,1.177
27198,Mesnils-sur-Iton,27,6145,12,523.0,48.872,1.076
27199,Dangu,27,556,8,69.0,49.25,1.698
27200,Dardez,27,137,3,48.0,49.082,1.21
27201,Daubeuf-la-Campagne,27,242,6,37.0,49.191,1.028
27202,Daubeuf-près-Vatteville,27,461,11,41.0,49.27,1.304
27203,Douains,27,457,11,41.0,49.04,1.428
27204,Doudeauville-en-Vexin,27,270,6,46.0,49.327,1.59
27205,Douville-sur-Andelle,27,427,5,94.0,49.338,1.299
27206,Droisy,27,460,18,26.0,48.808,1.141
27207,Drucourt,27,581,12,48.0,49.116,0.465
27208,Duranville,27,149,5,32.0,49.149,0.51
27209,Écaquelon,27,603,13,46.0,49.293,0.725
27210,Écardenville-la-Campagne,27,455,7,61.0,49.118,0.847
27212,Écauville,27,111,3,33.0,49.123,0.992
27213,Vexin-sur-Epte,27,5990,15,392.0,49.159,1.604
27214,Écouis,27,834,13,63.0,49.31,1.433
27215,Ecquetot,27,388,6,70.0,49.169,1.007
27216,Émalleville,27,475,4,113.0,49.094,1.158
27217,Émanville,27,550,11,51.0,49.062,0.911
27218,Épaignes,27,1558,26,59.0,49.28,0.44
27219,Épégard,27,530,4,121.0,49.18,0.876
27220,Épieds,27,348,5,72.0,48.935,1.397
27222,Épreville-en-Lieuvin,27,199,7,30.0,49.203,0.536
27224,Épreville-près-le-Neubourg,27,450,8,58.0,49.136,0.881
27226,Étrépagny,27,3684,20,180.0,49.306,1.612
27227,Étréville,27,665,11,59.0,49.372,0.65
27228,Éturqueraye,27,304,7,45.0,49.369,0.695
27229,Évreux,27,47289,26,1795.0,49.027,1.152
27230,Ézy-sur-Eure,27,3669,9,414.0,48.866,1.42
27231,Fains,27,437,4,117.0,48.996,1.388
27232,Farceaux,27,344,8,45.0,49.289,1.519
27233,Fatouville-Grestain,27,718,10,69.0,49.408,0.328
27234,Fauville,27,322,3,95.0,49.031,1.196
27235,Faverolles-la-Campagne,27,160,5,34.0,49.012,0.927
27237,Le Favril,27,177,4,43.0,49.183,0.529
27238,Ferrières-Haut-Clocher,27,1140,11,100.0,49.022,0.981
27239,Ferrières-Saint-Hilaire,27,416,10,42.0,49.031,0.568
27240,La Ferrière-sur-Risle,27,211,0,844.0,48.978,0.785
27241,Feuguerolles,27,172,8,21.0,49.131,1.044
27242,Le Fidelaire,27,1007,33,30.0,48.949,0.815
27243,Fiquefleur-Équainville,27,750,10,78.0,49.394,0.308
27245,Fleury-la-Forêt,27,279,8,36.0,49.419,1.557
27246,Fleury-sur-Andelle,27,1818,4,484.0,49.36,1.356
27247,Flipou,27,322,7,46.0,49.312,1.281
27248,Folleville,27,194,6,32.0,49.155,0.505
27249,Fontaine-Bellenger,27,1122,5,224.0,49.184,1.262
27251,Fontaine-l'Abbé,27,557,13,42.0,49.091,0.692
27252,Fontaine-la-Louvet,27,326,11,30.0,49.165,0.445
27254,Fontaine-sous-Jouy,27,842,7,115.0,49.067,1.292
27256,La Forêt-du-Parc,27,632,8,83.0,48.924,1.247
27258,Fort-Moville,27,518,9,55.0,49.333,0.419
27259,Foucrainville,27,92,5,18.0,48.93,1.323
27260,Foulbec,27,657,12,56.0,49.399,0.425
27261,Fouqueville,27,441,8,54.0,49.221,0.951
27263,Le Perrey,27,1229,10,121.0,49.382,0.573
27266,Franqueville,27,308,3,96.0,49.175,0.69
27267,Freneuse-sur-Risle,27,340,8,42.0,49.251,0.673
27269,Fresne-Cauverville,27,192,6,32.0,49.201,0.464
27271,Fresney,27,317,6,49.0,48.95,1.303
27273,Gadencourt,27,370,4,94.0,48.983,1.402
27275,Gaillon,27,6801,10,656.0,49.161,1.334
27276,Gamaches-en-Vexin,27,286,9,33.0,49.271,1.618
27277,La Baronnie,27,749,7,109.0,48.956,1.265
27278,Garennes-sur-Eure,27,1991,11,188.0,48.91,1.438
27279,Gasny,27,3072,13,239.0,49.092,1.605
27280,Gauciel,27,835,8,107.0,49.034,1.242
27281,Gaudreville-la-Rivière,27,221,7,33.0,48.967,1.024
27282,Gauville-la-Campagne,27,633,6,103.0,49.047,1.087
27284,Gisors,27,11919,17,713.0,49.279,1.778
27285,Giverny,27,467,6,72.0,49.077,1.53
27286,Giverville,27,391,6,63.0,49.195,0.57
27287,Glisolles,27,865,11,79.0,48.984,1.021
27288,Glos-sur-Risle,27,612,7,84.0,49.27,0.681
27289,La Goulafrière,27,168,14,12.0,48.95,0.437
27290,Goupil-Othon,27,1254,10,123.0,49.128,0.765
27291,Gournay-le-Guérin,27,121,12,10.0,48.707,0.776
27294,Val d'Orger,27,992,4,247.0,49.348,1.366
27295,Grand-Camp,27,462,14,33.0,49.047,0.527
27298,Graveron-Sémerville,27,319,8,40.0,49.093,0.975
27299,Gravigny,27,4005,10,399.0,49.048,1.162
27300,Grosley-sur-Risle,27,528,13,40.0,49.05,0.813
27301,Grossœuvre,27,1399,16,85.0,48.936,1.2
27302,Le Bosc du Theil,27,1309,11,119.0,49.227,0.842
27304,Guerny,27,158,6,26.0,49.222,1.679
27306,Guichainville,27,3067,15,200.0,48.98,1.187
27307,Guiseniers,27,481,11,45.0,49.214,1.475
27309,L'Habit,27,496,5,98.0,48.871,1.357
27310,Hacqueville,27,412,10,42.0,49.282,1.554
27311,Harcourt,27,1090,15,72.0,49.167,0.786
27312,Hardencourt-Cocherel,27,274,5,55.0,49.042,1.321
27313,La Harengère,27,608,4,167.0,49.231,0.995
27315,Harquency,27,272,14,19.0,49.255,1.484
27316,Hauville,27,1294,15,87.0,49.397,0.769
27317,La Haye-Aubrée,27,436,8,57.0,49.391,0.691
27318,La Haye-de-Calleville,27,252,3,85.0,49.186,0.785
27319,La Haye-de-Routot,27,293,3,115.0,49.404,0.724
27320,La Haye-du-Theil,27,317,7,45.0,49.235,0.876
27321,La Haye-le-Comte,27,140,3,42.0,49.197,1.146
27322,La Haye-Malherbe,27,1380,10,138.0,49.223,1.066
27323,La Haye-Saint-Sylvestre,27,290,18,16.0,48.908,0.607
27324,Hébécourt,27,623,11,55.0,49.352,1.727
27325,Hecmanville,27,196,3,66.0,49.174,0.66
27326,Hécourt,27,311,8,40.0,48.982,1.421
27327,Hectomare,27,217,2,108.0,49.189,0.946
27329,Hennezis,27,757,16,49.0,49.193,1.465
27330,Herqueville,27,129,4,34.0,49.243,1.263
27331,Heubécourt-Haricourt,27,458,12,39.0,49.136,1.561
27332,Heudebouville,27,798,9,86.0,49.194,1.24
27333,Heudicourt,27,732,11,68.0,49.335,1.661
27334,Heudreville-en-Lieuvin,27,112,4,27.0,49.196,0.5
27335,Heudreville-sur-Eure,27,1070,14,75.0,49.14,1.188
27336,La Heunière,27,458,3,149.0,49.062,1.415
27337,Heuqueville,27,349,8,44.0,49.286,1.339
27338,Les Hogues,27,681,12,58.0,49.428,1.395
27339,Hondouville,27,799,7,114.0,49.14,1.121
27340,Honguemare-Guenouville,27,705,9,75.0,49.373,0.816
27341,L'Hosmes,27,66,7,10.0,48.787,1.036
27342,Houetteville,27,195,7,29.0,49.126,1.108
27343,Houlbec-Cocherel,27,1262,12,108.0,49.074,1.364
27345,La Houssaye,27,206,4,48.0,48.994,0.801
27346,Houville-en-Vexin,27,235,8,29.0,49.296,1.357
27347,Huest,27,775,7,119.0,49.039,1.207
27348,Igoville,27,1724,6,303.0,49.319,1.151
27349,Illeville-sur-Montfort,27,858,15,57.0,49.326,0.725
27350,Illiers-l'Évêque,27,1022,21,49.0,48.82,1.267
27351,Incarville,27,1375,7,196.0,49.235,1.178
27353,Irreville,27,469,6,83.0,49.095,1.204
27354,Iville,27,407,9,47.0,49.176,0.929
27355,Ivry-la-Bataille,27,2638,8,340.0,48.884,1.46
27358,Jouy-sur-Eure,27,575,10,59.0,49.05,1.301
27359,Juignettes,27,223,13,17.0,48.844,0.654
27360,Jumelles,27,329,7,45.0,48.914,1.208
27361,La Lande-Saint-Léger,27,396,8,50.0,49.3,0.364
27363,Le Landin,27,244,3,78.0,49.404,0.797
27364,Launay,27,186,2,79.0,49.104,0.741
27365,Léry,27,1999,8,237.0,49.286,1.206
27366,Letteguives,27,208,4,50.0,49.425,1.329
27367,Lieurey,27,1477,18,80.0,49.23,0.5
27368,Lignerolles,27,349,6,57.0,48.846,1.278
27369,Lilly,27,76,6,13.0,49.408,1.565
27370,Lisors,27,309,11,29.0,49.353,1.47
27371,Livet-sur-Authou,27,163,4,41.0,49.229,0.667
27372,Longchamps,27,683,15,44.0,49.36,1.624
27373,Lorleau,27,102,12,8.0,49.413,1.499
27374,Louversey,27,514,11,48.0,48.988,0.915
27375,Louviers,27,18350,27,677.0,49.214,1.169
27376,Louye,27,219,5,42.0,48.799,1.32
27377,Lyons-la-Forêt,27,704,27,26.0,49.398,1.475
27378,La Madeleine-de-Nonancourt,27,1139,23,51.0,48.774,1.202
27379,Mainneville,27,449,8,55.0,49.374,1.682
27380,Malleville-sur-le-Bec,27,266,7,37.0,49.236,0.745
27381,Malouy,27,167,3,53.0,49.129,0.522
27382,Mandeville,27,331,3,108.0,49.222,1.013
27383,Mandres,27,359,12,30.0,48.753,0.866
27384,Manneville-la-Raoult,27,489,7,65.0,49.374,0.312
27385,Manneville-sur-Risle,27,1456,9,155.0,49.357,0.538
27386,Le Manoir,27,1295,2,537.0,49.313,1.201
27388,Marais-Vernier,27,473,26,18.0,49.418,0.455
27389,Marbeuf,27,479,9,56.0,49.153,0.967
27390,Marcilly-la-Campagne,27,1111,20,56.0,48.834,1.201
27391,Marcilly-sur-Eure,27,1588,16,102.0,48.826,1.346
27392,Martagny,27,141,4,32.0,49.396,1.658
27393,Martainville,27,499,9,56.0,49.308,0.405
27394,Martot,27,460,8,55.0,49.294,1.065
27395,Mélicourt,27,90,6,14.0,48.915,0.505
27396,Ménesqueville,27,472,4,114.0,49.36,1.416
27397,Ménilles,27,1738,6,301.0,49.033,1.368
27398,Menneval,27,1538,7,233.0,49.104,0.613
27399,Mercey,27,54,4,15.0,49.08,1.393
27400,Merey,27,342,9,40.0,48.964,1.408
27401,Le Mesnil-Fuguet,27,181,4,51.0,49.07,1.101
27403,Le Mesnil-Jourdain,27,236,10,23.0,49.177,1.119
27404,Mesnil-Rousset,27,86,7,12.0,48.89,0.55
27405,Mesnil-sous-Vienne,27,100,6,18.0,49.383,1.667
27406,Mesnil-sur-l'Estrée,27,927,6,160.0,48.772,1.3
27407,Mesnil-Verclives,27,318,10,32.0,49.32,1.468
27408,Mézières-en-Vexin,27,590,13,46.0,49.172,1.504
27410,Miserey,27,616,8,76.0,49.021,1.267
27411,Moisville,27,227,7,32.0,48.84,1.166
27412,Terres de Bord,27,1548,10,152.0,49.235,1.088
27413,Montfort-sur-Risle,27,787,4,198.0,49.294,0.665
27414,Montreuil-l'Argillé,27,808,14,58.0,48.939,0.481
27415,Morainville-Jouveaux,27,368,16,23.0,49.222,0.446
27417,Morgny,27,675,17,39.0,49.382,1.59
27418,Morsan,27,116,5,24.0,49.182,0.595
27419,Mouettes,27,736,8,88.0,48.895,1.362
27420,Mouflaines,27,164,4,43.0,49.246,1.553
27421,Mousseaux-Neuville,27,635,14,44.0,48.908,1.345
27422,Muids,27,866,15,56.0,49.222,1.29
27423,Muzy,27,760,9,84.0,48.777,1.333
27424,Nagel-Séez-Mesnil,27,331,12,28.0,48.923,0.935
27425,Nassandres sur Risle,27,2329,5,474.0,49.129,0.733
27426,Neaufles-Saint-Martin,27,1324,9,146.0,49.275,1.723
27427,Neaufles-Auvergny,27,417,17,24.0,48.867,0.736
27428,Le Neubourg,27,4268,10,430.0,49.151,0.906
27429,Neuilly,27,180,5,39.0,48.932,1.42
27430,La Neuve-Grange,27,374,5,74.0,49.363,1.554
27431,La Neuve-Lyre,27,553,3,191.0,48.908,0.748
27432,La Neuville-du-Bosc,27,710,15,49.0,49.194,0.811
27433,Neuville-sur-Authou,27,194,6,35.0,49.211,0.637
27434,Noards,27,57,4,13.0,49.214,0.508
27435,La Noë-Poulain,27,262,5,56.0,49.267,0.516
27436,Nogent-le-Sec,27,435,10,43.0,48.921,1.003
27437,Nojeon-en-Vexin,27,342,13,26.0,49.331,1.562
27438,Nonancourt,27,2287,7,312.0,48.772,1.191
27439,Normanville,27,1134,9,124.0,49.078,1.163
27440,Notre-Dame-de-l'Isle,27,648,12,54.0,49.148,1.437
27441,Notre-Dame-d'Épine,27,69,2,40.0,49.195,0.601
27442,Notre-Dame-du-Hamel,27,191,14,14.0,48.886,0.506
27444,Le Noyer-en-Ouche,27,219,11,20.0,49.006,0.771
27445,Noyers,27,244,5,46.0,49.244,1.679
27446,Ormes,27,470,14,33.0,49.052,0.962
27447,Le Val-Doré,27,885,6,144.0,48.938,1.028
27448,Pacy-sur-Eure,27,5001,14,370.0,49.014,1.382
27451,Parville,27,289,5,64.0,49.033,1.097
27453,Perriers-sur-Andelle,27,1798,11,159.0,49.413,1.37
27454,Perruel,27,462,5,85.0,49.428,1.373
27455,Piencourt,27,166,9,19.0,49.166,0.399
27456,Pinterville,27,790,6,132.0,49.192,1.176
27457,Piseux,27,689,20,35.0,48.774,0.973
27458,Pîtres,27,2596,11,236.0,49.319,1.226
27459,Les Places,27,74,2,38.0,49.152,0.415
27460,Plainville,27,204,7,31.0,49.086,0.5
27462,Le Planquay,27,163,4,41.0,49.095,0.431
27463,Plasnes,27,726,16,45.0,49.137,0.622
27464,Le Plessis-Grohan,27,910,8,110.0,48.953,1.123
27465,Le Plessis-Hébert,27,401,12,34.0,48.989,1.351
27466,Le Plessis-Sainte-Opportune,27,344,11,30.0,49.071,0.864
27467,Pont-Audemer,27,9848,10,1028.0,49.357,0.517
27468,Pont-Authou,27,576,3,171.0,49.242,0.703
27469,Pont-de-l'Arche,27,4135,9,438.0,49.303,1.158
27470,Pont-Saint-Pierre,27,1140,7,164.0,49.332,1.278
27471,Porte-de-Seine,27,208,3,62.0,49.244,1.254
27472,Portes,27,265,9,28.0,49.028,0.953
27473,Port-Mort,27,897,12,74.0,49.169,1.407
27474,Poses,27,1130,5,212.0,49.304,1.245
27475,La Poterie-Mathieu,27,163,6,25.0,49.26,0.513
27476,Les Préaux,27,393,6,65.0,49.323,0.477
27477,Pressagny-l'Orgueilleux,27,696,10,68.0,49.132,1.444
27478,Prey,27,978,8,122.0,48.962,1.212
27480,Puchay,27,624,14,44.0,49.342,1.534
27481,Pullay,27,393,12,33.0,48.731,0.876
27482,La Pyle,27,162,2,95.0,49.2,0.894
27483,Quatremare,27,438,6,74.0,49.185,1.08
27485,Quillebeuf-sur-Seine,27,816,10,79.0,49.471,0.529
27486,Quittebeuf,27,646,13,48.0,49.108,1.01
27487,Radepont,27,649,16,41.0,49.353,1.327
27488,Renneville,27,199,6,32.0,49.401,1.324
27489,Reuilly,27,522,10,54.0,49.079,1.223
27490,Richeville,27,266,4,68.0,49.266,1.537
27492,Romilly-la-Puthenaye,27,321,12,27.0,49.002,0.847
27493,Romilly-sur-Andelle,27,3247,9,379.0,49.331,1.258
27495,La Roquette,27,240,6,41.0,49.252,1.344
27496,Rosay-sur-Lieure,27,505,8,62.0,49.374,1.43
27497,Rougemontiers,27,1032,12,86.0,49.36,0.721
27498,Rouge-Perriers,27,365,4,88.0,49.149,0.83
27500,Routot,27,1670,7,252.0,49.379,0.732
27501,Rouvray,27,259,2,104.0,49.065,1.338
27502,Rugles,27,2199,14,156.0,48.823,0.71
27504,Sacquenville,27,1234,10,124.0,49.084,1.073
27505,Saint-Agnan-de-Cernières,27,160,8,21.0,48.952,0.516
27507,Saint-André-de-l'Eure,27,3978,20,199.0,48.906,1.273
27508,Saint-Antonin-de-Sommaire,27,208,7,29.0,48.83,0.665
27511,Saint-Aubin-d'Écrosville,27,739,15,50.0,49.143,0.995
27512,Saint-Aubin-de-Scellon,27,333,14,24.0,49.172,0.475
27514,Saint-Aubin-du-Thenney,27,360,14,26.0,49.021,0.49
27516,Treis-Sants-en-Ouche,27,1360,15,90.0,49.051,0.606
27517,Saint-Aubin-sur-Gaillon,27,2176,20,111.0,49.147,1.329
27518,Saint-Aubin-sur-Quillebeuf,27,765,12,62.0,49.463,0.526
27520,Saint-Benoît-des-Ombres,27,142,4,39.0,49.231,0.622
27521,Saint-Christophe-sur-Avre,27,136,11,13.0,48.7,0.816
27522,Saint-Christophe-sur-Condé,27,433,9,48.0,49.287,0.599
27524,Sainte-Colombe-la-Commanderie,27,866,11,80.0,49.102,0.938
27525,Sainte-Colombe-près-Vernon,27,299,3,110.0,49.095,1.337
27527,Saint-Cyr-de-Salerne,27,206,7,31.0,49.183,0.657
27528,Le Vaudreuil,27,3632,6,657.0,49.255,1.205
27529,Saint-Cyr-la-Campagne,27,431,3,149.0,49.252,1.016
27530,Saint-Denis-d'Augerons,27,78,4,18.0,48.922,0.47
27531,Saint-Denis-des-Monts,27,205,4,52.0,49.264,0.806
27533,Saint-Denis-le-Ferment,27,488,18,27.0,49.33,1.717
27534,Saint-Didier-des-Bois,27,891,6,152.0,49.236,1.026
27535,Saint-Élier,27,415,2,177.0,48.986,0.964
27536,Saint-Éloi-de-Fourques,27,543,7,74.0,49.231,0.797
27537,Saint-Étienne-du-Vauvray,27,884,2,523.0,49.247,1.216
27538,Saint-Étienne-l'Allier,27,533,11,47.0,49.266,0.554
27539,Saint-Étienne-sous-Bailleul,27,387,4,89.0,49.124,1.406
27540,Sainte-Geneviève-lès-Gasny,27,654,4,156.0,49.082,1.582
27541,Le Mesnil-Saint-Jean,27,184,3,58.0,49.213,0.557
27542,Saint-Georges-du-Vièvre,27,892,10,87.0,49.244,0.585
27543,Saint-Georges-Motel,27,879,5,178.0,48.785,1.362
27544,Saint-Germain-de-Fresney,27,200,5,38.0,48.959,1.29
27545,Saint-Germain-de-Pasquier,27,122,2,61.0,49.246,1.0
27546,Saint-Germain-des-Angles,27,170,2,92.0,49.091,1.14
27547,Saint-Germain-la-Campagne,27,866,22,39.0,49.048,0.405
27548,Saint-Germain-sur-Avre,27,1182,5,216.0,48.765,1.263
27550,Saint-Grégoire-du-Vièvre,27,309,9,34.0,49.244,0.634
27552,Saint-Jean-du-Thenney,27,226,8,27.0,49.014,0.465
27553,Saint-Julien-de-la-Liègue,27,417,5,89.0,49.138,1.295
27554,La Chapelle-Longueville,27,3290,5,726.0,49.109,1.44
27555,Saint-Laurent-des-Bois,27,245,3,74.0,48.844,1.317
27556,Saint-Laurent-du-Tencement,27,66,3,24.0,48.884,0.454
27557,Saint-Léger-de-Rôtes,27,471,7,72.0,49.112,0.66
27558,Saint-Léger-du-Gennetey,27,175,3,53.0,49.285,0.749
27560,Saint-Luc,27,246,5,49.0,48.973,1.236
27561,Saint-Maclou,27,655,6,118.0,49.364,0.409
27562,Saint-Marcel,27,4422,10,442.0,49.096,1.447
27563,Saint-Mards-de-Blacarville,27,842,9,96.0,49.378,0.515
27564,Saint-Mards-de-Fresne,27,341,14,25.0,49.073,0.463
27565,Le Lesme,27,688,23,29.0,48.9,0.854
27567,Sainte-Marie-de-Vatimesnil,27,274,7,37.0,49.277,1.583
27568,Sainte-Marthe,27,491,17,28.0,48.969,0.88
27569,Saint-Martin-du-Tilleul,27,245,5,47.0,49.109,0.53
27570,Saint-Martin-la-Campagne,27,101,4,29.0,49.066,1.072
27571,Saint-Martin-Saint-Firmin,27,338,6,53.0,49.288,0.56
